UCS	GB/T 2312	注释
8A93	2A24
8B07	4520
8B26	5605
8B66	1E0F
8B6C	2609
8BA0	3A05
8BA1	1C26
8BA2	1609
8BA3	181C
8BA4	282F
8BA5	1C05
8BA6	3A06
8BA7	3A07
8BA8	2C36
8BA9	2823
8BAA	3A08
8BAB	265D
8BAD	3115
8BAE	3249
8BAF	3116
8BB0	1C27
8BB2	1D12
8BB3	1B44
8BB4	3A09
8BB5	3A0A
8BB6	3128
8BB7	3A0B
8BB8	304D
8BB9	164F
8BBA	223B
8BBC	2B2F
8BBD	174D
8BBE	2948
8BBF	1723
8BC0	1E57
8BC1	3604
8BC2	3A0C
8BC3	3A0D
8BC4	2620
8BC5	3747
8BC6	2A16
8BC8	3509
8BC9	2B3F
8BCA	354F
8BCB	3A0E
8BCC	363F
8BCD	142A
8BCE	3A10
8BCF	3A0F
8BD1	324B
8BD2	3A11
8BD3	3A12
8BD4	3A13
8BD5	2A34
8BD6	3A14
8BD7	2A0B
8BD8	3A15
8BD9	3A16
8BDA	132F
8BDB	364F
8BDC	3A17
8BDD	1B10
8BDE	150E
8BDF	3A18
8BE0	3A19
8BE1	194E
8BE2	310F
8BE3	3248
8BE4	3A1A
8BE5	1823
8BE6	2F4A
8BE7	124F
8BE8	3A1B
8BE9	3A1C
8BEB	1D4B
8BEC	2E3C
8BED	334F
8BEE	3A1D
8BEF	2E53
8BF0	3A1E
8BF1	3335
8BF2	1B45
8BF3	3A1F
8BF4	2B15
8BF5	2B30
8BF6	3A20
8BF7	274B
8BF8	364E
8BF9	3A21
8BFA	2515
8BFB	1621
8BFC	3A22
8BFD	172C
8BFE	1F2E
8BFF	3A23
8C00	3A24
8C01	2B0D
8C02	3A25
8C03	1557
8C04	3A26
8C05	2122
8C06	371B
8C07	3A27
8C08	2C18
8C0A	324A
8C0B	2411
8C0C	3A28
8C0D	155D
8C0E	1B31
8C0F	3A29
8C10	3013
8C11	3A2A
8C12	3A2B
8C13	2E1D
8C14	3A2C
8C15	3A2D
8C16	3A2E
8C17	1257
8C18	3A31
8C19	3A2F
8C1A	3148
8C1B	3A30
8C1C	2335
8C1D	3A32
8C1F	3A33
8C20	3A34
8C21	3A35
8C22	301B
8C23	3205
8C24	1059
8C25	3A36
8C26	270B
8C27	3A37
8C28	1D57
8C29	2301
8C2A	3A38
8C2B	3A39
8C2C	235D
8C2D	2C17
8C2E	3A3A
8C2F	3A3B
8C30	201E
8C31	2637
8C32	3A3C
8C33	3A3D
8C34	2714
8C35	3A3E
8C36	3A3F
8C37	1928
8C41	1B4D
8C46	1619
8C47	5458
8C49	5459
8C4C	2D43
8C55	5519
8C5A	4B40
8C61	2F53
8C62	1B1F
8C6A	1A20
8C6B	3405
8C73	4139
8C78	5554
8C79	110A
8C7A	1252
8C82	5555
8C85	5557
8C89	1A31
8C8A	5556
8C8C	2312
8C94	5559
8C98	5558
8D1D	1114
8D1E	354A
8D1F	181A
8D21	1911
8D22	1226
8D23	3450
8D24	2F2D
8D25	103C
8D26	352B
8D27	1B55
8D28	362A
8D29	1717
8D2A	2C10
8D2B	2616
8D2C	1141
8D2D	191A
8D2E	365C
8D2F	1941
8D30	1701
8D31	1C5A
8D32	4A3A
8D33	4A3B
8D34	2C59
8D35	1953
8D36	4A3C
8D37	145B
8D38	2313
8D39	1731
8D3A	1A38
8D3B	4A3D
8D3C	3454
8D3D	4A3E
8D3E	1C36
8D3F	1B3F
8D40	4A3F
8D41	213E
8D42	2218
8D43	343F
8D44	372A
8D45	4A40
8D46	4A41
8D47	4A44
8D48	4A42
8D49	4A43
8D4A	293E
8D4B	1813
8D4C	1624
8D4D	4A45
8D4E	2A4A
8D4F	292D
8D50	142D
8D53	4239
8D54	2542
8D55	4A46
8D56	2015
8D58	3718
8D59	4A47
8D5A	370C
8D5B	285C
8D5C	3833
8D5D	382D
8D5E	343E
8D60	3459
8D61	2924
8D62	330E
8D63	1833
8D64	1340
8D66	2942
8D67	5456
8D6B	1A35
8D6D	5457
8D70	373F
8D73	5451
8D74	1810
8D75	3534
8D76	182F
8D77	2650
8D81	1323
8D84	5452
8D85	130C
8D8A	341D
8D8B	2757
8D91	5454
8D94	5453
8D9F	2C2B
8DA3	2804
8DB1	5455
8DB3	3743
8DB4	251F
8DB5	5520
8DB8	551B
8DBA	5523
8DBC	5522
8DBE	361A
8DBF	5521
8DC3	341E
8DC4	5524
8DC6	552C
8DCB	102F
8DCC	1558
8DCE	5529
8DCF	552A
8DD1	253C
8DD6	5525
8DD7	5526
8DDA	5527
8DDB	552B
8DDD	1E40
8DDE	5528
8DDF	185A
8DE3	5530
8DE4	5533
8DE8	1F47
8DEA	1952
8DEB	551C
8DEC	552D
8DEF	2217
8DF3	2C58
8DF5	1C59
8DF7	552E
8DF8	552F
8DF9	5531
8DFA	1645
8DFB	5532
8DFD	5535
8E05	551D
8E09	5534
8E0A	331B
8E0C	134C
8E0F	2C04
8E14	5536
8E1D	5537
8E1E	1E41
8E1F	5538
8E22	2C3F
8E23	553B
8E29	1228
8E2A	3739
8E2C	5539
8E2E	553A
8E2F	553C
8E31	5542
8E35	5540
8E39	553F
8E3A	553D
8E3D	5541
8E40	553E
8E41	5544
8E42	5545
8E44	2C43
8E47	451F
8E48	1518
8E49	5543
8E4A	5548
8E4B	2C03
8E51	5546
8E52	5547
8E59	551E
8E66	1124
8E69	551F
8E6C	1525
8E6D	1244
8E6F	554C
8E70	5549
8E72	1637
8E74	554D
8E76	554A
8E7C	554B
8E7F	143A
8E81	344A
8E85	554E
8E87	1359
8E8F	554F
8E90	5551
8E94	5550
8E9C	5552
8E9E	5553
8EAB	294D
8EAC	190A
8EAF	275B
8EB2	1643
8EBA	2C29
8ECE	4A06
8F66	1315
8F67	345E
8F68	194C
8F69	3059
8F6B	494D
8F6C	370A
8F6D	494E
8F6E	2236
8F6F	284D
8F70	1A44
8F71	494F
8F72	4950
8F73	4951
8F74	3641
8F75	4952
8F76	4953
8F77	4955
8F78	4954
8F79	4956
8F7A	4957
8F7B	2741
8F7C	4958
8F7D	3438
8F7E	4959
8F7F	1D2E
8F81	495A
8F82	495B
8F83	1D2F
8F84	495C
8F85	1808
8F86	211E
8F87	495D
8F88	1112
8F89	1B34
8F8A	1955
8F8B	495E
8F8D	4A01
8F8E	4A02
8F8F	4A03
8F90	1758
8F91	1C0D
8F93	2A44
8F94	402E
8F95	340F
8F96	2F1D
8F97	3517
8F98	4A04
8F99	353E
8F9A	4A05
8F9B	3021
8F9C	191C
8F9E	1427
8F9F	1139
8FA3	2011
8FA8	1146
8FA9	1147
8FAB	1148
8FB0	131D
8FB1	2848
8FB6	4521
8FB9	113F
8FBD	2129
8FBE	144F
8FC1	2708
8FC2	3338
8FC4	2659
8FC5	3118
8FC7	195D
8FC8	2255
8FCE	330D
8FD0	342B
8FD1	1D5C
8FD3	4522
8FD4	1715
8FD5	4523
8FD8	1B19
8FD9	3542
8FDB	1D58
8FDC	3416
8FDD	2E05
8FDE	210C
8FDF	1339
8FE2	2C56
8FE4	4526
8FE5	4524
8FE6	4528
8FE8	452A
8FE9	4527
8FEA	152F
8FEB	2628
8FED	155C
8FEE	4525
8FF0	2A56
8FF3	4529
8FF7	2334
8FF8	1125
8FF9	1C03
8FFD	3717
9000	2D2B
9001	2B2D
9002	2A2A
9003	2C33
9004	452C
9005	452B
9006	2446
9009	3101
900A	3117
900B	452D
900D	4530
900F	2D18
9010	3650
9011	452F
9012	153D
9014	2D1E
9016	4531
9017	161A
901A	2D08
901B	1944
901D	2A25
901E	1331
901F	2B39
9020	344C
9021	4532
9022	174A
9026	452E
902D	4535
902E	145E
902F	4536
9035	4533
9036	4534
9038	323D
903B	223F
903C	1126
903E	3342
9041	163D
9042	2B4C
9044	4537
9047	3356
904D	1149
904F	1654
9050	453A
9051	4538
9052	4539
9053	1520
9057	3225
9058	453C
905B	453E
9062	453D
9063	2712
9065	3203
9068	453B
906D	3442
906E	353A
9074	4540
9075	3751
907D	4541
907F	113C
9080	315B
9082	4542
9083	4544
9088	4543
908B	4545
9091	3238
9093	152B
9095	473F
9097	3A55
9099	3A58
909B	3A56
909D	3A57
90A1	3A5A
90A2	302F
90A3	2427
90A6	104E
90AA	3010
90AC	3A59
90AE	332A
90AF	1A0A
90B0	3B02
90B1	2751
90B3	3A5C
90B4	3A5B
90B5	293B
90B6	3A5D
90B8	3B01
90B9	373E
90BA	3A5E
90BB	213A
90BE	3B05
90C1	3354
90C4	3B07
90C5	3B04
90C7	3B08
90CA	1D1C
90CE	2029
90CF	3B03
90D0	3B06
90D1	3603
90D3	3B09
90D7	3B0D
90DB	3B0E
90DC	3B0C
90DD	1A22
90E1	1F04
90E2	3B0B
90E6	3B0A
90E7	3427
90E8	121F
90EB	3B0F
90ED	1959
90EF	3B10
90F4	131B
90F8	1506
90FD	161C
90FE	3B11
9102	1655
9104	3B12
9119	1129
911E	3B14
9122	3B13
9123	3B15
912F	3B17
9131	3B16
9139	3B18
9143	3B19
9146	3B1A
9149	332F
914A	545A
914B	2755
914C	3723
914D	2544
914E	545C
914F	545D
9150	545B
9152	1E26
9157	304F
915A	1733
915D	342D
915E	2C0A
9161	5502
9162	5501
9163	1A08
9164	545E
9165	2B36
9169	5504
916A	2032
916C	134A
916E	2D0A
916F	5505
9170	5503
9171	1D14
9172	5508
9174	5509
9175	1D2D
9176	2318
9177	1F41
9178	2B41
9179	550A
917D	5506
917E	5507
917F	2450
9185	550C
9187	141C
9189	374D
918B	1437
918C	550B
918D	550E
9190	550D
9191	550F
9192	3031
919A	2331
919B	2809
91A2	5510
91A3	5511
91AA	5512
91AD	5513
91AE	5514
91AF	5515
91B4	5517
91B5	5516
91BA	5518
91C7	1229
91C9	3334
91CA	2A2D
91CC	204F
91CD	3638
91CE	3210
91CF	211F
91D1	1D50
91DC	180A
9274	1C58
928E	5626
92AE	5627
92C8	5628
933E	5629
936A	562A
938F	562C
93CA	562B
93D6	5749
943E	562D
946B	562E
9485	4E24
9486	4E25
9487	4E26
9488	354B
9489	1604
948A	4E28
948B	4E27
948C	4E29
948D	4E2A
948E	2705
948F	4E2B
9490	4E2C
9492	1710
9493	1556
9494	4E2D
9495	4E2F
9497	4E2E
9499	1826
949A	4E30
949B	4E31
949C	4E32
949D	163B
949E	130E
949F	3633
94A0	2426
94A1	1115
94A2	1836
94A3	4E33
94A4	4E34
94A5	341F
94A6	2735
94A7	1E5B
94A8	2E39
94A9	1913
94AA	4E36
94AB	4E35
94AC	4E38
94AD	4E37
94AE	2505
94AF	4E39
94B0	4E3A
94B1	270E
94B2	4E3B
94B3	270F
94B4	4E3C
94B5	1207
94B6	4E3D
94B7	4E3E
94B8	4E3F
94B9	4E40
94BA	4E41
94BB	374A
94BC	4E42
94BD	4E43
94BE	1C38
94BF	4E44
94C0	332B
94C1	2C5A
94C2	120C
94C3	2145
94C4	4E45
94C5	2706
94C6	230D
94C8	4E46
94C9	4E47
94CA	4E48
94CB	4E49
94CC	4E4A
94CD	4E4B
94CE	4E4C
94D0	4E4D
94D1	4E4E
94D2	4E4F
94D5	4E50
94D6	4E51
94D7	4E52
94D8	4E54
94D9	4E53
94DB	4E55
94DC	2D0D
94DD	2221
94DE	4E56
94DF	4E57
94E0	4E58
94E1	3501
94E2	4E59
94E3	2F13
94E4	4E5A
94E5	4E5B
94E7	4E5C
94E8	4E5D
94E9	4F01
94EA	4E5E
94EB	4F02
94EC	1855
94ED	235A
94EE	4F03
94EF	4F04
94F0	1D22
94F1	321F
94F2	1259
94F3	4F05
94F4	4F06
94F5	4F07
94F6	3258
94F7	4F08
94F8	365D
94F9	4F09
94FA	262C
94FC	4F0A
94FD	4F0B
94FE	2114
94FF	4F0C
9500	2F5A
9501	2B58
9502	4F0E
9503	4F0D
9504	135A
9505	1958
9506	4F0F
9507	4F10
9508	3042
9509	4F11
950A	4F12
950B	1746
950C	301F
950D	4F13
950E	4F14
950F	4F15
9510	2851
9511	2C40
9512	4F16
9513	4F17
9514	4F18
9515	4F19
9516	4F1A
9517	3540
9518	4F1B
9519	144D
951A	230A
951B	4F1C
951D	4F1D
951E	4F1E
951F	4F1F
9521	2E5D
9522	4F20
9523	2240
9524	1418
9525	3716
9526	1D55
9528	2F27
9529	4F23
952A	4F21
952B	4F22
952C	4F24
952D	1607
952E	1C5C
952F	1E42
9530	232C
9531	4F25
9532	4F26
9534	4F27
9535	4F2F
9536	4F28
9537	4F29
9538	4F2A
9539	2722
953A	4F51
953B	162D
953C	4F2B
953E	4F2C
953F	4F2D
9540	1626
9541	231E
9542	4F2E
9544	4F30
9545	4F31
9546	4F32
9547	3552
9549	4F33
954A	2457
954C	4F34
954D	2458
954E	4F35
954F	4F36
9550	1844
9551	1057
9552	4F37
9553	4F38
9554	4F39
9556	4F3A
9557	4F3B
9558	4F3C
9559	4F3D
955B	4F3E
955C	1E15
955D	4F41
955E	4F3F
955F	4F40
9561	4F42
9562	4F43
9563	212D
9564	4F44
9565	4F45
9566	4F46
9567	4F47
9568	4F48
9569	4F49
956A	4F4A
956B	4F4B
956C	4F4C
956D	2038
956F	4F4D
9570	210D
9571	4F4E
9572	4F4F
9573	4F50
9576	2F42
957F	1304
95E8	2325
95E9	4325
95EA	2921
95EB	4326
95ED	1135
95EE	2E2A
95EF	1413
95F0	2852
95F1	4327
95F2	2F30
95F3	4328
95F4	1C44
95F5	4329
95F6	432A
95F7	2326
95F8	3502
95F9	2436
95FA	194B
95FB	2E25
95FC	432B
95FD	2356
95FE	432C
9600	1707
9601	1853
9602	1A32
9603	432D
9604	432E
9605	3424
9606	432F
9608	4330
9609	312B
960A	4331
960B	4332
960C	4333
960D	4334
960E	3136
960F	4335
9610	125B
9611	201B
9612	4336
9614	200B
9615	4337
9616	4338
9617	4339
9619	433A
961A	433B
961C	1817
961D	3A42
961F	1633
9621	3A44
9622	3A43
962A	3A46
962E	284E
9631	3A45
9632	1720
9633	3154
9634	3255
9635	3553
9636	1D37
963B	3748
963C	3A48
963D	3A47
963F	1002
9640	2D33
9642	3A49
9644	181D
9645	1C2A
9646	221D
9647	2204
9648	1322
9649	3A4A
964B	220A
964C	2410
964D	1D15
9650	2F3E
9654	3A4B
9655	2922
965B	113D
965F	3A4C
9661	1618
9662	341A
9664	135D
9667	3A4D
9668	3429
9669	2F35
966A	2543
966C	3A4E
9672	3A4F
9674	3A50
9675	214A
9676	2C35
9677	2F3D
9685	3347
9686	2201
9688	3A51
968B	2B45
968D	3A52
968F	2B46
9690	325E
9694	1854
9697	3A53
9698	100F
9699	2F16
969C	352F
96A7	2B4D
96B0	3A54
96B3	4324
96B6	2105
96B9	561F
96BC	5620
96BD	5621
96BE	2431
96C0	2818
96C1	3143
96C4	303B
96C5	3125
96C6	1C0F
96C7	192D
96C9	4F54
96CC	1426
96CD	331A
96CE	5622
96CF	135B
96D2	5623
96D5	1551
96E0	5625
96E8	334A
96E9	5607
96EA	3109
96EF	5609
96F3	5608
96F6	2143
96F7	2037
96F9	1102
96FE	2E4D
9700	3048
9701	560B
9704	2F56
9706	560A
9707	3550
9708	560C
9709	2319
970D	1B54
970E	560E
970F	560D
9713	243E
9716	2138
971C	2B0A
971E	2F1C
972A	560F
972D	5610
9730	5611
9732	2216
9738	1034
9739	2559
973E	5612
9752	2740
9753	5606
9756	1E18
9759	1E12
975B	1545
975E	1727
9760	1F1F
9761	2332
9762	2346
9765	382C
9769	184F
9773	1D59
9774	3105
9776	1030
977C	5710
9785	5711
978B	300C
978D	1010
9791	5712
9792	5713
9794	5714
9798	272A
97A0	1E2F
97A3	5717
97AB	5716
97AD	113E
97AF	5715
97B2	5718
97B4	5719
97E6	2E04
97E7	282D
97E9	1A0B
97EA	4818
97EB	4819
97EC	481A
97ED	1E22
97F3	3254
97F5	342F
97F6	2938
9875	3213
9876	1605
9877	274A
9878	515C
9879	2F4E
987A	2B13
987B	304B
987C	474F
987D	2D47
987E	192B
987F	1639
9880	515D
9881	1044
9882	2B2C
9883	515E
9884	3404
9885	220D
9886	214C
9887	2624
9888	1E11
9889	5201
988A	1C35
988C	5202
988D	5203
988F	5204
9890	3223
9891	2615
9893	2D27
9894	5205
9896	3311
9897	1F25
9898	2C42
989A	5206
989B	5207
989C	3135
989D	164E
989E	5208
989F	5209
98A0	153F
98A1	520A
98A2	520B
98A4	125C
98A5	520C
98A6	520D
98A7	2807
98CE	1747
98D1	4C09
98D2	4C0A
98D3	4C0B
98D5	4C0C
98D8	260E
98D9	4C0D
98DA	4C0E
98DE	1729
98DF	2A13
98E7	4218
98E8	572F
990D	5730
9910	122D
992E	5731
9954	5733
9955	5732
9963	421B
9965	1C02
9967	421C
9968	421D
9969	421E
996A	421F
996B	4220
996C	4221
996D	1719
996E	325B
996F	1D04
9970	2A2E
9971	1105
9972	2B27
9974	4222
9975	165C
9976	2824
9977	4223
997A	1D28
997C	115D
997D	4224
997F	1656
9980	4225
9981	2439
9984	4226
9985	2F3A
9986	193D
9987	4227
9988	2001
998A	4228
998B	1256
998D	4229
998F	2153
9990	422A
9991	422B
9992	2258
9993	422C
9994	422D
9995	422E
9996	2A37
9997	3818
9998	3945
9999	2F43
99A5	5005
99A8	3C10
9A6C	224D
9A6D	3406
9A6E	2D34
9A6F	3111
9A70	133B
9A71	275D
9A73	1215
9A74	221F
9A75	4640
9A76	2A1B
9A77	4641
9A78	4642
9A79	1E34
9A7A	4643
9A7B	3704
9A7C	2D35
9A7D	4645
9A7E	1C3D
9A7F	4644
9A80	4646
9A81	4647
9A82	224E
9A84	1D1E
9A85	4648
9A86	2246
9A87	1A07
9A88	4649
9A8A	464A
9A8B	1332
9A8C	3149
9A8F	1F05
9A90	464B
9A91	264F
9A92	464C
9A93	464D
9A96	464E
9A97	260D
9A98	464F
9A9A	2907
9A9B	4650
9A9C	4651
9A9D	4652
9A9E	4519
9A9F	4653
9AA0	4654
9AA1	2242
9AA2	4655
9AA3	4656
9AA4	3648
9AA5	4657
9AA7	4658
9AA8	1927
9AB0	571B
9AB1	571A
9AB6	571E
9AB7	571C
9AB8	1A01
9ABA	571F
9ABC	5720
9AC0	5722
9AC1	5721
9AC2	5724
9AC5	5723
9ACB	5725
9ACC	5726
9AD1	5727
9AD3	2B48
9AD8	183F
9ADF	5734
9AE1	5735
9AE6	5736
9AEB	5738
9AED	573A
9AEF	5737
9AF9	573B
9AFB	5739
9B03	3737
9B08	573C
9B0F	573D
9B13	573E
9B1F	573F
9B23	5740
9B2F	3B2B
9B32	380A
9B3B	4557
9B3C	194D
9B41	1F5D
9B42	1B4A
9B43	5729
9B44	2627
9B45	5728
9B47	572A
9B48	572C
9B49	572B
9B4D	572D
9B4F	2E1A
9B51	572E
9B54	2407
9C7C	3343
9C7F	562F
9C81	2213
9C82	5630
9C85	5631
9C86	5632
9C87	5633
9C88	5634
9C8B	5636
9C8D	110B
9C8E	5637
9C90	5638
9C91	5639
9C92	563A
9C94	563B
9C95	563C
9C9A	563D
9C9B	563E
9C9C	2F2A
9C9E	563F
9C9F	5640
9CA0	5641
9CA1	5642
9CA2	5643
9CA3	5644
9CA4	2050
9CA5	5645
9CA6	5646
9CA7	5647
9CA8	5648
9CA9	5649
9CAB	564A
9CAD	564B
9CAE	564C
9CB0	564D
9CB1	564E
9CB2	564F
9CB3	5650
9CB4	5651
9CB5	5652
9CB6	5653
9CB7	5654
9CB8	1E08
9CBA	5655
9CBB	5656
9CBC	5657
9CBD	5658
9CC3	285A
9CC4	5659
9CC5	565A
9CC6	565B
9CC7	565C
9CCA	565D
9CCB	565E
9CCC	5701
9CCD	5702
9CCE	5703
9CCF	5704
9CD0	5705
9CD3	5706
9CD4	5707
9CD5	5708
9CD6	114E
9CD7	5709
9CD8	570A
9CD9	570B
9CDC	570C
9CDD	570D
9CDE	213B
9CDF	570E
9CE2	570F
9E1F	2451
9E20	500F
9E21	1C06
9E22	5010
9E23	2359
9E25	2518
9E26	311B
9E28	5011
9E29	5012
9E2A	5013
9E2B	5014
9E2C	5015
9E2D	311C
9E2F	314C
9E31	5017
9E32	5016
9E33	3407
9E35	2D32
9E36	5018
9E37	501A
9E38	5019
9E39	501B
9E3A	501C
9E3D	184B
9E3E	501D
9E3F	1A48
9E41	501E
9E42	501F
9E43	1E49
9E44	5020
9E45	164C
9E46	5021
9E47	5022
9E48	5023
9E49	5024
9E4A	2815
9E4B	5025
9E4C	5026
9E4E	5027
9E4F	2554
9E51	5028
9E55	5029
9E57	502A
9E58	571D
9E5A	502B
9E5B	502C
9E5C	502D
9E5E	502E
9E63	502F
9E64	1A37
9E66	5030
9E67	5031
9E68	5032
9E69	5033
9E6A	5034
9E6B	5035
9E6C	5036
9E6D	5038
9E70	3305
9E71	5037
9E73	5039
9E7E	551A
9E7F	2219
9E82	5744
9E87	5745
9E88	5746
9E8B	5747
9E92	5748
9E93	2214
9E9D	574A
9E9F	574B
9EA6	2253
9EB4	5450
9EB8	544F
9EBB	2249
9EBD	5741
9EBE	5742
9EC4	1B26
9EC9	3944
9ECD	2A52
9ECE	2048
9ECF	5004
9ED1	1A3A
9ED4	270D
9ED8	240C
9EDB	574C
9EDC	574D
9EDD	574E
9EDF	5750
9EE0	574F
9EE2	5751
9EE5	5754
9EE7	5753
9EE9	5752
9EEA	5755
9EEF	5756
9EF9	4D49
9EFB	4D4A
9EFC	4D4B
9EFE	561C
9F0B	561D
9F0D	561E
9F0E	1606
9F10	381E
9F13	1924
9F17	381B
9F19	3C11
9F20	2A53
9F22	5757
9F2C	5758
9F2F	5759
9F37	575B
9F39	575A
9F3B	1127
9F3D	575C
9F3E	575D
9F44	575E
9F50	264B
9F51	4C14
9F7F	133D
9F80	5613
9F83	5614
9F84	2144
9F85	5615
9F86	5616
9F87	5617
9F88	5618
9F89	5619
9F8A	561A
9F8B	2803
9F8C	561B
9F99	215A
9F9A	1908
9F9B	4D48
9F9F	194A
9FA0	393F
FF01	0301
FF02	0302
FF03	0303
FF04	0147
FF05	0305
FF06	0306
FF07	0307
FF08	0308
FF09	0309
FF0A	030A
FF0B	030B
FF0C	030C
FF0D	030D
FF0E	030E
FF0F	030F
FF10	0310
FF11	0311
FF12	0312
FF13	0313
FF14	0314
FF15	0315
FF16	0316
FF17	0317
FF18	0318
FF19	0319
FF1A	031A
FF1B	031B
FF1C	031C
FF1D	031D
FF1E	031E
FF1F	031F
FF20	0320
FF21	0321
FF22	0322
FF23	0323
FF24	0324
FF25	0325
FF26	0326
FF27	0327
FF28	0328
FF29	0329
FF2A	032A
FF2B	032B
FF2C	032C
FF2D	032D
FF2E	032E
FF2F	032F
FF30	0330
FF31	0331
FF32	0332
FF33	0333
FF34	0334
FF35	0335
FF36	0336
FF37	0337
FF38	0338
FF39	0339
FF3A	033A
FF3B	033B
FF3C	033C
FF3D	033D
FF3E	033E
FF3F	033F
FF40	0340
FF41	0341
FF42	0342
FF43	0343
FF44	0344
FF45	0345
FF46	0346
FF47	0347
FF48	0348
FF49	0349
FF4A	034A
FF4B	034B
FF4C	034C
FF4D	034D
FF4E	034E
FF4F	034F
FF50	0350
FF51	0351
FF52	0352
FF53	0353
FF54	0354
FF55	0355
FF56	0356
FF57	0357
FF58	0358
FF59	0359
FF5A	035A
FF5B	035B
FF5C	035C
FF5D	035D
FF5E	010B
FFE0	0149
FFE1	014A
FFE3	035E
FFE5	0304
