Unicode	GB 12345	注释
89AF	6A6D
89B2	6A6E
89B7	6A6F
89BA	3E75
89BD	4040
89BF	6A6B
89C0	395B
89D2	3D47
89D6	757B
89DA	757D
89DC	757E
89E3	3D62
89E5	7621
89EB	7622
89F3	6C32
89F4	757C
89F6	7623
89F8	3425
8A00	5154
8A01	5A25
8A02	3629
8A03	383C
8A07	596A
8A08	3C46
8A0A	5136
8A0C	5A27
8A0E	4C56
8A10	5A26
8A13	5135
8A15	5A28
8A16	467D
8A18	3C47
8A1B	366F
8A1D	5148
8A1F	4B4F
8A23	3E77
8A25	5A2B
8A2A	3743
8A2D	4968
8A31	506D
8A34	4B5F
8A36	5A2D
8A3A	556F
8A3E	7624
8A41	5A2C
8A46	5A2E
8A48	6E3A
8A4E	5A2A
8A50	5529
8A52	5A31
8A54	5A2F
8A55	4640
8A58	5A30
8A5B	5767
8A5E	344A
8A61	5A3C
8A62	512F
8A63	5268
8A66	4A54
8A69	4A2B
8A6B	326F
8A6C	5A38
8A6D	396E
8A6E	5A39
8A70	5A35
8A71	3B30
8A72	3843
8A73	4F6A
8A75	5A37
8A79	5532
8A7C	5A36
8A7F	5A34
8A84	5A33
8A85	566F
8A86	5A32
8A87	3F64
8A8D	484F
8A91	5A3F
8A92	5A40
8A93	4A44
8A95	352E
8A98	5355
8A9A	5A3D
8A9E	536F
8AA0	334F
8AA1	3D6B
8AA3	4E5C
8AA4	4E73
8AA5	5A3E
8AA6	4B50
8AA8	3B65
8AAC	4B35
8AB0	4B2D
8AB2	3F4E
8AB6	5A47
8AB9	374C
8ABC	526A
8ABF	3577
8AC2	5A46
8AC4	573B
8AC7	4C38
8AC9	5A43
8ACB	476B
8ACD	5A3A
8ACF	5A41
8AD1	5A42
8AD2	4142
8AD6	425B
8AD7	5A45
8ADB	5A44
8ADC	357D
8ADE	5A52
8AE2	5A3B
8AE4	5A4C
8AE6	5A50
8AE7	5033
8AEB	5A49
8AED	5A4D
8AEE	5A51
8AF1	3B64
8AF3	5A4F
8AF6	5A48
8AF7	376D
8AF8	566E
8AFA	5168
8AFC	5A4E
8AFE	4535
8B00	4431
8B01	5A4B
8B02	4E3D
8B04	4C5C
8B05	565F
8B07	6540
8B0A	3B51
8B0E	4355
8B10	5A57
8B14	5A4A
8B16	5A55
8B17	3079
8B19	472B
8B1A	5A56
8B1B	3D32
8B1D	503B
8B21	5225
8B26	7625
8B28	5A53
8B2B	5A58
8B2C	437D
8B2D	5A59
8B33	5A29
8B39	3D77
8B3E	4321
8B49	5624
8B4E	5A5C
8B4F	3C25
8B56	5A5A
8B58	4A36
8B59	5A5B
8B5A	4C37
8B5C	4657
8B66	3E2F
8B6B	5A5E
8B6C	4629
8B6F	526B
8B70	5269
8B74	4734
8B77	3B24
8B7D	537E
8B80	3641
8B8A	3164
8B8E	7645
8B92	3277
8B93	4843
8B95	403E
8B96	5A5F
8B9C	5A54
8B9E	5A5D
8C37	3948
8C41	3B6D
8C46	3639
8C47	7478
8C48	4671
8C49	7479
8C4C	4D63
8C50	3761
8C55	7539
8C5A	6B60
8C61	4F73
8C62	3B3F
8C6A	3A40
8C6B	5425
8C73	6159
8C78	7574
8C79	312A
8C7A	3272
8C82	7575
8C85	7577
8C89	3A51
8C8A	7576
8C8C	4332
8C94	7579
8C98	7578
8C9D	3134
8C9E	556A
8CA0	383A
8CA1	3246
8CA2	3931
8CA7	4636
8CA8	3B75
8CA9	3737
8CAA	4C30
8CAB	3961
8CAC	5470
8CAF	567C
8CB0	6A5B
8CB2	6A5F
8CB3	3721
8CB4	3973
8CB6	3161
8CB7	4272
8CB8	347B
8CBA	6A5C
8CBB	3751
8CBC	4C79
8CBD	6A5D
8CBF	4333
8CC0	3A58
8CC1	6A5A
8CC2	4238
8CC3	415E
8CC4	3B5F
8CC5	6A60
8CC7	574A
8CC8	3C56
8CCA	5474
8CD1	6A62
8CD2	495E
8CD3	3176
8CD5	6A64
8CDA	6A63
8CDC	344D
8CDE	494D
8CE0	4562
8CE1	6259
8CE2	4F4D
8CE3	4274
8CE4	3C7A
8CE6	3833
8CE7	6A66
8CEA	564A
8CEB	6A65
8CEC	554B
8CED	3644
8CF4	4035
8CFA	572C
8CFB	6A67
8CFC	393A
8CFD	487C
8CFE	5853
8D04	6A5E
8D05	5738
8D08	5479
8D0A	545E
8D0B	584D
8D0D	4944
8D0F	532E
8D10	6A61
8D16	4A6A
8D1B	3853
8D1C	545F
8D64	3360
8D66	4962
8D67	7476
8D6B	3A55
8D6D	7477
8D70	575F
8D73	7471
8D74	3830
8D77	4670
8D81	3343
8D84	7472
8D85	332C
8D8A	543D
8D91	7474
8D94	7473
8D95	384F
8D99	5554
8D9F	4C4B
8DA3	4824
8DA8	4777
8DB2	7475
8DB3	5763
8DB4	453F
8DB5	7540
8DBA	7543
8DBC	7542
8DBE	563A
8DBF	7541
8DC6	754C
8DCB	304F
8DCC	3578
8DCE	7549
8DCF	754A
8DD1	455C
8DD6	7545
8DD7	7546
8DDA	7547
8DDB	754B
8DDD	3E60
8DDF	387A
8DE3	7550
8DE4	7553
8DE8	3F67
8DEA	3972
8DEB	753C
8DEC	754D
8DEF	4237
8DF3	4C78
8DFA	3665
8DFD	7555
8E05	753D
8E09	7554
8E0F	4C24
8E10	3C79
8E14	7556
8E1D	7557
8E1E	3E61
8E1F	7558
8E22	4C5F
8E23	755B
8E29	3248
8E2A	5759
8E2E	755A
8E31	7562
8E34	533B
8E35	7560
8E39	755F
8E3A	755D
8E3D	7561
8E40	755E
8E41	7564
8E42	7565
8E44	4C63
8E47	653F
8E48	3538
8E49	7563
8E4A	7568
8E4B	4C23
8E4C	7544
8E55	754F
8E59	753E
8E63	7567
8E66	3144
8E69	753F
8E6C	3545
8E6D	3264
8E6F	756C
8E70	7569
8E72	3657
8E74	756D
8E76	756A
8E7A	754E
8E7C	756B
8E81	546A
8E85	756E
8E87	3379
8E89	753B
8E8A	336C
8E8B	7552
8E8D	543E
8E90	7571
8E91	755C
8E92	7548
8E93	7559
8E94	7570
8E9A	7551
8E9E	7573
8EA1	7566
8EA5	345A
8EA6	7572
8EAA	756F
8EAB	496D
8EAC	392A
8EB2	3663
8EBA	4C49
8EC0	477B
8ECA	3335
8ECB	547E
8ECC	396C
8ECD	3E7C
8ECE	6A26
8ED2	5079
8ED4	696D
8EDB	696E
8EDF	486D
8EE4	6975
8EEB	6974
8EF2	696F
8EF8	5661
8EF9	6972
8EFA	6977
8EFB	6970
8EFC	6973
8EFE	6978
8F03	3D4F
8F05	697B
8F07	697A
8F09	5458
8F0A	6979
8F12	697C
8F14	3828
8F15	4761
8F1B	413E
8F1C	6A22
8F1D	3B54
8F1E	697E
8F1F	6A21
8F25	3975
8F26	697D
8F29	3132
8F2A	4256
8F2F	3C2D
8F33	6A23
8F38	4A64
8F3B	3778
8F3E	5537
8F3F	535F
8F42	6C31
8F44	4F3D
8F45	542F
8F46	6A24
8F49	572A
8F4D	555E
8F4E	3D4E
8F54	6A25
8F5F	3A64
8F61	604E
8F62	6976
8F64	6971
8F9B	5041
8F9C	393C
8F9F	3159
8FA3	4031
8FA6	306C
8FA8	3166
8FAD	3447
8FAE	3168
8FAF	3167
8FB0	333D
8FB1	4868
8FB2	4529
8FB6	6541
8FC2	5358
8FC4	4679
8FC5	5138
8FCE	532D
8FD1	3D7C
8FD3	6542
8FD4	3735
8FD5	6543
8FE2	4C76
8FE4	6546
8FE5	6544
8FE6	6548
8FE8	654A
8FEA	354F
8FEB	4648
8FED	357C
8FEE	6545
8FF0	4A76
8FF4	783C
8FF7	4354
8FF8	3145
8FF9	3C23
8FFD	5737
9000	4D4B
9001	4B4D
9003	4C53
9004	654C
9005	654B
9006	4466
900B	654D
900D	6550
900F	4D38
9010	5670
9011	654F
9014	4D3E
9015	6549
9016	6551
9017	363A
9019	5562
901A	4D28
901B	3964
901D	4A45
901E	3351
901F	4B59
9020	546C
9021	6552
9022	376A
9023	412C
902D	6555
902E	347E
902F	6556
9032	3D78
9035	6553
9036	6554
9038	525D
903C	3146
903E	5362
9041	365D
9042	4B6C
9044	6557
9047	5376
904B	544B
904D	3169
904E	397D
904F	3674
9050	655A
9051	6558
9052	6559
9053	3540
9054	346F
9055	4E25
9058	655C
905B	655E
905C	5137
905E	355D
9060	5436
9062	655D
9063	4732
9065	5223
9068	655B
9069	4A4A
906D	5462
906E	555A
9072	3359
9074	6560
9075	5771
9077	4728
9078	5121
907A	5245
907C	4149
907D	6561
907F	315C
9080	517B
9081	4275
9082	6562
9083	6564
9084	3B39
9087	6547
9088	6563
908A	315F
908B	6565
908F	425F
9090	654E
9091	5258
9095	675F
9097	5A75
9099	5A78
909B	5A76
90A1	5A7A
90A2	504F
90A3	4447
90A6	306E
90AA	5030
90AF	3A2A
90B0	5B22
90B1	4771
90B3	5A7C
90B4	5A7B
90B5	495B
90B6	5A7D
90B8	5B21
90BE	5B25
90C1	7879
90C4	5B27
90C5	5B24
90C7	5B28
90CA	3D3C
90CE	4049
90D7	5B2D
90DB	5B2E
90DC	5B2C
90DD	3A42
90DF	5B23
90E1	3F24
90E2	5B2B
90E8	323F
90EB	5B2F
90ED	3979
90EF	5B30
90F4	333B
90F5	534A
90FD	363C
90FE	5B31
9102	3675
9104	5B32
9106	5B29
9109	4F67
9112	575E
9114	5A79
9116	5447
9119	3149
911E	5B34
9122	5B33
9123	5B35
9127	354B
912D	5623
912F	5B37
9130	415A
9131	5B36
9132	3526
9134	5A7E
9136	5B26
9139	5B38
913A	5A77
9143	5B39
9146	5B3A
9148	5B2A
9149	534F
914A	747A
914B	4775
914C	5743
914D	4564
914E	747C
914F	747D
9150	747B
9152	3E46
9157	506F
915A	3753
915E	4C2A
9161	7522
9162	7521
9163	3A28
9164	747E
9165	4B56
9169	7524
916A	4052
916C	336A
916E	4D2A
916F	7525
9170	7523
9172	7528
9174	7529
9175	3D4D
9176	4338
9177	3F61
9178	4B61
9179	752A
9185	752C
9187	343C
9189	576D
918B	3457
918C	752B
918D	752E
9190	752D
9191	752F
9192	5051
9196	544D
919A	4351
919B	4829
919C	3373
91A2	7530
91A3	7531
91AA	7532
91AB	523D
91AC	3D34	GB 12345 所用并不是现行标准的任何一种字形。
91AD	7533
91AE	7534
91AF	7535
91B4	7537
91B5	7536
91BA	7538
91C0	4470
91C1	5046
91C3	7527
91C5	7526
91C7	3249
91C9	5354
91CB	4A4D
91CC	784E
91CD	5658
91CE	5230
91CF	413F
91D1	3D70
91D2	6E44
91D3	6E45
91D4	6E46
91D5	6E49
91D7	6E48
91D8	3624
91D9	6E47
91DC	382A
91DD	556B
91E3	3576
91E4	6E4C
91E7	6E4B
91E9	3730
91F5	6E4E
91F7	6E4A
91F9	6E4F
91FA	4725
9200	6E59
9201	6E55
9204	6E57
9208	6E50
9209	4446
920D	365B
920E	3933
9210	6E54
9211	6E53
9214	332E
9215	4525
921E	3E7B
9223	3846
9225	6E58
9226	6E51
9227	6E56
922E	6E6A
9230	6E66
9233	6E5D
9234	4165
9237	6E5C
9238	6E60
9239	6E6B
923A	6E5A
923D	6E5F
923E	534B
923F	6E64
9240	3C58
9245	6E52
9248	6E68
9249	6E67
924D	6E69
9251	322C
9255	6E5E
9257	472F
925A	432D
925B	4726
925E	6E61
9262	3227
9266	6E5B
926C	6E62
926D	6E63
9278	3D42
927A	6E6F
927B	3875
927F	6E7E
9280	5278
9283	6F25
9285	4D2D
928E	7646
9291	4F33
9293	6E7D
9296	6E79
9298	437A
929A	6F22
929C	4F4E
92A0	6E6E
92A3	6F28
92A5	523F
92A6	6E77
92A8	6F27
92A9	6E7B
92AA	6E70
92AB	6F24
92AC	6E6D
92B1	6E76
92B7	4F7A
92B9	5062
92BB	4C60
92BC	6F31
92C1	4241
92C3	6F36
92C5	503F
92C7	3135
92C8	7648
92CC	6E7A
92CF	6E72
92D2	3766
92DD	6F32
92DF	6F37
92E3	6E74
92E4	337A
92E5	6F2D
92E6	6F38
92E8	6F30
92EA	464C
92ED	4871
92EE	6E71
92EF	6F2F
92F0	6F2E
92F1	6F2B
92F6	6F33
92F8	3E62
92FC	3856
9301	6F3E
9306	6F3A
9307	6F42
9308	6F43
9310	5736
9312	6F39
9315	6F3F
9318	3438
9319	6F45
931A	6F23
931B	6F3C
931F	6F44
9320	3627
9322	472E
9326	3D75
9328	432A
932B	4E7D
932E	6F40
932F	346D
9332	423C
9333	434C
9336	7823
9338	6F2A
9340	6F3D
9341	4F47
9343	6F41
9346	6E4D
9347	6F47
934B	3978
934D	3646
9354	6F49
9358	5521
935B	364D
9364	6F4A
9365	6F46
9369	6F3B
936A	764A
936C	4742
9370	6F4C
9375	3C7C
9376	6F48
937A	5560
937E	6F71
9382	433E
9384	6F4D
9387	6F51
938A	3077
938F	764C
9396	4B78
9398	6F53
93A2	4E59
93A3	5D76
93A6	6F56
93A7	6E78
93A9	6F21
93AA	6F4B
93AC	3864
93AE	5572
93B0	6F57
93B3	4478
93B5	6F58
93B8	6F54
93BF	6F55
93C3	6F5F
93C7	6F60
93C8	4134
93CA	764B
93CC	6F52
93CD	6F5D
93D1	6F61
93D6	7769
93D7	6F2C
93D8	6F4F
93DC	6F5B
93DD	6F5C
93DE	6F5E
93DF	3279
93E1	3E35
93E2	6F5A
93E4	6F4E
93E8	7649
93F5	6E7C
93F7	6F64
93F9	6F6A
9403	6E73
940B	6F26
9410	414D
9412	6F29
9413	6F66
9414	6F62
9418	5653
9419	6F6B
941D	6F63
9420	6F68
9426	6F34
9427	6F35
9428	6F50
942E	412D
9432	6F6D
9433	4058
9435	4C7A
9438	6E6C
943A	6E75
943E	764D
943F	6F6E
9444	567D
944A	6F6C
944C	6F59
9452	3C78
9454	6F6F
9460	6E65
9463	6F70
9465	6F65
946B	764E
946D	6F67
9470	543F
9472	4F62
9477	4477
9479	6F69
947C	4260
947D	576A
947E	7647
947F	5464
9577	3324
9580	4345
9582	6345
9583	4941
9586	6346
9589	3155
958B	3F2A
958C	634A
958E	6348
958F	4872
9591	4F50
9593	3C64
9594	6349
9598	5522
95A1	3A52
95A3	3873
95A4	7839
95A5	3727
95A8	396B
95A9	4376
95AB	634D
95AC	634F
95AD	634C
95B2	5444
95B6	6351
95B9	514B
95BB	5156
95BC	6355
95BD	6354
95BE	6350
95BF	6353
95C3	6356
95C6	7822
95C8	6347
95CA	402B
95CB	6357
95CC	403B
95D0	6359
95D4	6358
95D5	635A
95D6	3433
95DC	3958
95DE	635B
95E1	327B
95E2	785B
95E5	634B
961C	3837
961D	5A62
9621	5A64
9622	5A63
962A	5A66
962E	486E
9631	5A65
9632	3740
963B	5768
963C	5A68
963D	5A67
963F	3022
9640	4D53
9642	5A69
9644	383D
964B	422A
964C	4430
964D	3D35
9650	4F5E
9654	5A6B
9658	5A6A
965B	315D
965D	4942
965F	5A6C
9661	3638
9662	543A
9663	5573
9664	337D
9667	5A6D
966A	4563
966C	5A6E
9670	5275
9672	5A6F
9673	3342
9674	5A70
9675	416A
9676	4C55
9677	4F5D
9678	423D
967D	5174
9685	5367
9686	4221
9688	5A71
968A	3653
968B	4B65
968D	5A72
968E	3D57
9694	3874
9695	5449
9697	5A73
9698	302F
9699	4F36
969B	3C4A
969C	554F
96A7	4B6D
96A8	4B66
96AA	4F55
96B0	5A74
96B1	527E
96B3	6344
96B4	4224
96B7	4125
96B9	763F
96BB	7922
96BC	7640
96BD	7641
96C0	4838
96C1	5163
96C4	505B
96C5	5145
96C6	3C2F
96C7	394D
96C9	6F74
96CC	3446
96CD	533A
96CE	7642
96D2	7643
96D5	3571
96D6	4B64
96D9	4B2B
96DB	337B
96DC	5453
96E2	406B
96E3	4451
96E8	536A
96E9	7627
96EA	5129
96EF	7629
96F2	5446
96F6	4163
96F7	4057
96F9	3122
96FB	3567
9700	5068
9704	4F76
9706	762A
9707	5570
9708	762C
9709	4339
970D	3B74
970E	762E
970F	762D
9713	445E
9716	4158
971C	4B2A
971E	4F3C
9727	4E6D
972A	762F
9730	7631
9732	4236
9738	3054
9739	4579
973D	762B
973E	7632
9742	7628
9744	7630
9748	4169
9752	4760
9756	3E38
975A	7626
975B	3565
975C	3E32
975E	3747
9760	3F3F
9761	4352
9762	4366
9768	584C
9769	386F
9773	3D79
9774	5125
9776	3050
977C	7730
9785	7731
978B	502C
978D	3030
978F	392E
9794	7734
9798	474A
97A0	3E4F
97A3	7737
97A6	7864
97AB	7736
97AD	315E
97B2	7738
97B4	7739
97BD	7733
97C3	7732
97C6	7861
97C9	7735
97CB	4E24
97CC	484D
97D3	3A2B
97D9	6838
97DC	683A
97DE	6839
97ED	3E42
97F3	5274
97F5	544F
97F6	4958
97FF	4F6C
9801	5233
9802	3625
9803	476A
9805	4F6E
9806	4B33
9807	717C
9808	506B
980A	676F
980C	4B4C
980E	717D
980F	717E
9810	5424
9811	4D67
9812	3064
9813	3659
9817	4644
9818	416C
981C	7222
9821	7221
9824	5243
9826	7224
982D	4D37
9830	3C55
9837	7225
9838	3E31
983B	4635
983D	4D47
9846	3F45
984C	4C62
984D	366E
984E	7226
9853	7227
9854	5155
9858	5438
9859	722A
985B	355F
985E	4060
9862	7229
9865	722B
9867	394B
986B	327C
986C	722C
986F	4F54
9870	722D
9871	422D
9873	7228
9874	4827
98A8	3767
98AE	6C29
98AF	6C2A
98B1	786C
98B3	7837
98B6	6C2B
98BC	6C2C
98C4	462E
98C6	6C2D
98C8	6C2E
98DB	3749
98DF	4A33
98E0	623B
98E2	783F
98E7	6238
98E9	623D
98EA	623F
98EB	6240
98ED	6241
98EF	3739
98F2	527B
98F4	6242
98FC	4B47
98FD	3125
98FE	4A4E
9903	3D48
9905	317D
9909	6243
990A	5178
990C	367C
9910	324D
9911	6244
9912	4459
9913	3676
9918	5360
991B	6246
991E	3D24
9921	4F5A
9928	395D
992E	7751
9933	623C
9937	6247
993C	623E
993E	4173
993F	6248
9943	6249
9945	4278
9948	624A
9949	624B
994A	624C
994B	4021
994C	624D
9951	3C22
9952	4844
9954	7753
9955	7752
9957	774F
995C	7750
995E	3276
9962	624E
9996	4A57
9997	5838
9998	5965
9999	4F63
99A5	7025
99A8	5C30
99AC	426D
99AD	5426
99AE	376B
99B1	4D54
99B3	335B
99B4	5131
99C1	3235
99D0	5724
99D1	6665
99D2	3E54
99D4	6660
99D5	3C5D
99D8	6666
99D9	6662
99DB	4A3B
99DD	4D55
99DF	6661
99E1	426E
99E2	6669
99ED	3A27
99F1	4266
99FF	3F25
9A01	3352
9A05	666D
9A0D	666C
9A0E	466F
9A0F	666B
9A16	6670
9A19	462D
9A2B	6539
9A2D	666F
9A2E	6672
9A30	4C5A
9A36	6663
9A37	4927
9A38	6673
9A3E	4262
9A40	5D6B
9A41	6671
9A42	666E
9A43	6674
9A44	6675
9A45	477D
9A4A	6668
9A4D	6667
9A4F	6676
9A55	3D3E
9A57	5169
9A5A	3E2A
9A5B	6664
9A5F	5668
9A62	423F
9A64	6678
9A65	6677
9A6A	666A
9AA8	3947
9AAF	3039
9AB0	773B
9AB1	773A
9AB6	773E
9AB7	773C
9AB8	3A21
9ABA	773F
9ABC	7740
9AC0	7742
9AC1	7741
9AC2	7744
9ACF	7743
9AD1	7747
9AD2	787E
9AD3	4B68
9AD4	4C65
9AD5	7746
9AD6	7745
9AD8	385F
9ADF	7754
9AE1	7755
9AE6	7756
9AEB	7758
9AED	775A
9AEE	7831
9AEF	7757
9AF9	775B
9AFB	7759
9B03	5757
9B06	4B49
9B08	775C
9B0D	783A
9B0F	775D
9B1A	7876
9B1F	775F
9B22	775E
9B23	7760
9B25	3637
9B27	4456
9B29	6352
9B2E	634E
9B2F	5B4B
9B31	5374
9B32	582A
9B3B	6577
9B3C	396D
9B41	3F7D
9B42	3B6A
9B43	7749
9B44	4647
9B45	7748
9B48	774C
9B4D	774D
9B4E	774B
9B4F	4E3A
9B51	774E
9B54	4427
9B58	774A
9B5A	5363
9B6F	4233
9B74	7650
9B77	764F
9B81	7651
9B83	7652
9B8E	7653
9B90	7658
9B91	312B
9B92	7656
9B9A	765A
9B9D	765F
9B9E	765C
9BAA	765B
9BAB	765E
9BAD	7659
9BAE	4F4A
9BC0	7667
9BC1	7661
9BC7	7669
9BC9	4070
9BCA	7668
9BD4	7676
9BD6	766B
9BDB	7674
9BDD	7671
9BE1	766E
9BE2	7672
9BE4	766F
9BE7	7670
9BE8	3E28
9BEA	766C
9BEB	766D
9BF0	7673
9BF4	7675
9BFD	766A
9BFF	767D
9C08	7678
9C09	767C
9C0D	767A
9C10	7679
9C12	767B
9C13	487A
9C20	767E
9C23	7665
9C25	7724
9C28	7723
9C29	7725
9C2D	7722
9C31	7663
9C32	7721
9C33	7726
9C35	772A
9C37	7666
9C39	7664
9C3B	7729
9C3E	7727
9C45	772B
9C48	7728
9C49	316E
9C52	772E
9C54	772D
9C56	772C
9C57	415B
9C58	7660
9C5D	7677
9C5F	7657
9C67	772F
9C6D	765D
9C78	7654
9C7A	7662
9CE5	4471
9CE7	596C
9CE9	702F
9CF3	376F
9CF4	4379
9CF6	7030
9D06	7032
9D07	7031
9D09	513B
9D15	4D52
9D1B	5427
9D1D	7036
9D1F	7037
9D23	7033
9D26	516C
9D28	513C
9D2F	7039
9D30	703B
9D3B	3A68
9D3F	386B
9D42	703C
9D51	3E69
9D52	7041
9D53	703E
9D5C	7043
9D5D	366C
9D60	7040
9D61	7044
9D6A	7046
9D6C	4574
9D6F	7047
9D72	4835
9D87	7034
9D89	7048
9D93	7045
9D98	7049
9D9A	704A
9DA5	704C
9DA9	704D
9DAF	5D3A
9DB4	3A57
9DBB	773D
9DBC	704F
9DC0	704B
9DC2	704E
9DC4	3C26
9DD3	7051
9DD7	4538
9DD9	703A
9DDA	7052
9DE5	7038
9DE6	7054
9DEF	7053
9DF2	7055
9DF3	7042
9DF8	7056
9DF9	5325
9DFA	7058
9E0C	7057
9E15	7035
9E1A	7050
9E1B	7059
9E1D	703F
9E1E	703D
9E75	7852
9E79	7874
9E7A	753A
9E7C	3C6F
9E7D	514E
9E7F	4239
9E82	7764
9E87	7765
9E88	7766
9E8B	7767
9E92	7768
9E93	4234
9E97	4076
9E9D	776A
9E9F	776B
9EA5	4273
9EA9	746F
9EAF	7865
9EB4	7470
9EB5	7859
9EBB	4269
9EBD	4334
9EBE	7762
9EC4	3B46
9ECC	5964
9ECD	4A72
9ECE	4068
9ECF	7024
9ED1	3A5A
9ED4	472D
9ED8	442C
9EDB	776C
9EDC	776D
9EDD	776E
9EDE	3563
9EDF	7770
9EE0	776F
9EE2	7771
9EE5	7774
9EE7	7773
9EE8	3533
9EEF	7776
9EF2	7775
9EF4	7854
9EF7	7772
9EF9	6D69
9EFB	6D6A
9EFC	6D6B
9EFD	763C
9EFF	763D
9F09	763E
9F0E	3626
9F10	583E
9F13	3944
9F15	782E
9F17	583B
9F19	5C31
9F20	4A73
9F22	7777
9F2C	7778
9F2F	7779
9F37	777B
9F39	777A
9F3B	3147
9F3D	777C
9F3E	777D
9F44	777E
9F4A	466B
9F4B	552B
9F4F	6C34
9F52	335D
9F54	7633
9F59	7635
9F5C	7637
9F5F	7634
9F60	7636
9F61	4164
9F63	782A
9F66	7638
9F6A	763A
9F6C	7639
9F72	4823
9F77	763B
9F8D	417A
9F90	4553
9F94	3928
9F95	6D68
9F9C	396A
9FA0	595F
FE10	2659
FE11	265B
FE12	265A
FE13	265C
FE14	265D
FE15	265E
FE16	265F
FE17	266C
FE18	266D
FE19	2673
FE31	2672
FE33	2674
FE34	2675
FE35	2660
FE36	2661
FE37	2670
FE38	2671
FE39	2662
FE3A	2663
FE3B	266E
FE3C	266F
FE3D	2666
FE3E	2667
FE3F	2664
FE40	2665
FE41	2668
FE42	2669
FE43	266A
FE44	266B
FF01	2321
FF02	2322
FF03	2323
FF04	2167
FF05	2325
FF06	2326
FF07	2327
FF08	2328
FF09	2329
FF0A	232A
FF0B	232B
FF0C	232C
FF0D	232D
FF0E	232E
FF0F	232F
FF10	2330
FF11	2331
FF12	2332
FF13	2333
FF14	2334
FF15	2335
FF16	2336
FF17	2337
FF18	2338
FF19	2339
FF1A	233A
FF1B	233B
FF1C	233C
FF1D	233D
FF1E	233E
FF1F	233F
FF20	2340
FF21	2341
FF22	2342
FF23	2343
FF24	2344
FF25	2345
FF26	2346
FF27	2347
FF28	2348
FF29	2349
FF2A	234A
FF2B	234B
FF2C	234C
FF2D	234D
FF2E	234E
FF2F	234F
FF30	2350
FF31	2351
FF32	2352
FF33	2353
FF34	2354
FF35	2355
FF36	2356
FF37	2357
FF38	2358
FF39	2359
FF3A	235A
FF3B	235B
FF3C	235C
FF3D	235D
FF3E	235E
FF3F	235F
FF40	2360
FF41	2361
FF42	2362
FF43	2363
FF44	2364
FF45	2365
FF46	2366
FF47	2367
FF48	2368
FF49	2369
FF4A	236A
FF4B	236B
FF4C	236C
FF4D	236D
FF4E	236E
FF4F	236F
FF50	2370
FF51	2371
FF52	2372
FF53	2373
FF54	2374
FF55	2375
FF56	2376
FF57	2377
FF58	2378
FF59	2379
FF5A	237A
FF5B	237B
FF5C	237C
FF5D	237D
FF5E	212B
FFE0	2169
FFE1	216A
FFE3	237E
FFE5	2324
